sample_id,species_common_name,species_scientific_name,species_height_max,species_k,age_years,pruning_count,soil_depth,soil_inclination,soil_quality,soil_coverage,annual_rainfall,altitude,avg_temperature,has_fertilization,has_irrigation,nearby_trees_count,avg_neighbor_distance,wire_context,wire_height,fibonacci_modifier,canopy_ratio,soil_modifier,climate_modifier,management_modifier,total_modifier,estimated_height,annual_growth_m,height_next_year,days_to_wire,risk_status,will_reach_wire
1874,Croton,Croton blanchetianus,5.0,0.25,28.32,0,0.82,26.14,REGULAR,0.11,412.7,701.3,24.9,1,1,8,6.3,URBAN_LOW_VOLTAGE,5.5,1.0,1.0535,0.5019,0.9039,1.18,0.4997,4.85,0.018,4.87,-1,UNDER_OBSERVATION,0
1875,Angico,Anadenanthera colubrina,18.0,0.09,0.5,7,1.19,20.7,GOOD,0.24,757.0,317.7,26.4,0,0,9,5.1,URBAN_LOW_VOLTAGE,5.5,0.7199,0.9719,0.7871,1.0514,1.0,0.5367,0.43,0.829,1.26,3660,NORMAL,1
1876,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,11.19,5,0.53,31.42,REGULAR,0.04,419.1,511.8,26.8,0,0,1,5.7,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.1958,0.3267,0.9838,1.0,0.2306,3.63,0.242,3.87,11130,NORMAL,1
1877,Piptadenia,Piptadenia moniliformis,7.0,0.18,14.05,5,0.76,22.02,BAD,0.78,666.1,262.4,28.2,1,1,8,2.6,URBAN_LOW_VOLTAGE,5.5,0.7244,0.887,0.247,1.0332,1.18,0.1891,2.66,0.145,2.81,-1,NORMAL,0
1878,Angico,Anadenanthera colubrina,18.0,0.09,43.96,5,1.28,42.56,GOOD,0.55,959.6,240.7,26.0,1,0,0,10.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.22,0.6571,1.08,1.08,0.5552,16.0,0.097,16.1,0,CRITICAL,1
1879,Piptadenia,Piptadenia moniliformis,10.0,0.12,0.5,5,1.03,28.76,GOOD,0.03,705.0,421.6,26.7,1,0,6,6.8,URBAN_LOW_VOLTAGE,5.5,0.7244,1.112,0.7226,1.041,1.08,0.5631,0.33,0.632,0.96,6810,NORMAL,1
1880,Craibeira,Tabebuia aurea,7.0,0.16,0.5,1,0.35,24.21,REGULAR,0.4,770.4,415.3,23.9,0,0,8,17.5,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1075,0.1884,1.0541,1.0,0.1737,0.1,0.189,0.29,-1,NORMAL,0
1881,Catingueira,Caesalpinia pyramidalis,8.0,0.15,7.9,7,1.59,28.07,BAD,0.46,877.6,528.2,28.0,1,0,10,10.2,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0794,0.5744,1.0755,1.08,0.4533,3.32,0.308,3.63,8910,NORMAL,1
1882,Bauhinia,Bauhinia,8.0,0.14,44.97,5,1.79,8.7,BAD,0.2,802.9,421.0,26.5,1,1,9,8.2,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0934,0.7073,1.0606,1.18,0.6088,7.83,0.014,7.84,0,CRITICAL,1
1883,Catingueira,Caesalpinia pyramidalis,8.0,0.15,19.87,4,0.73,31.95,GOOD,0.24,821.9,710.2,26.3,0,0,0,13.5,URBAN_LOW_VOLTAGE,5.5,0.7819,1.22,0.4599,0.9792,1.0,0.3521,5.2,0.144,5.34,3210,UNDER_OBSERVATION,1
1884,Nim,Azadirachta indica,13.0,0.16,34.71,7,0.57,18.5,BAD,0.15,869.0,810.6,28.8,1,0,4,5.8,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1255,0.262,0.9879,1.08,0.1936,8.56,0.135,8.7,0,CRITICAL,1
1885,Geoffroea,Geoffroea spinosa,10.0,0.12,33.47,2,1.82,16.87,BAD,0.83,691.2,381.7,32.5,1,1,5,9.9,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.1497,0.4864,1.0382,1.18,0.5252,8.79,0.074,8.86,0,CRITICAL,1
1886,Piptadenia,Piptadenia moniliformis,7.0,0.18,44.04,3,1.92,21.79,GOOD,0.82,880.6,877.0,28.5,0,1,7,9.1,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1216,0.7258,0.99,1.1,0.6303,6.95,0.005,6.96,0,CRITICAL,1
1887,Algaroba,Prosopis juliflora,8.0,0.15,0.5,1,1.11,41.78,BAD,0.02,475.1,196.9,30.3,0,1,0,8.7,RURAL_DISTRIBUTION,7.0,0.9161,1.22,0.4873,0.995,1.1,0.4886,0.29,0.545,0.83,-1,NORMAL,0
1888,Croton,Croton blanchetianus,5.0,0.25,44.68,7,0.47,19.35,BAD,0.86,814.5,632.7,20.7,0,1,3,9.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1778,0.1468,0.9779,1.1,0.1118,3.57,0.039,3.61,-1,NORMAL,0
1889,Piptadenia,Piptadenia moniliformis,7.0,0.18,18.62,6,0.53,38.91,REGULAR,0.03,824.8,856.7,25.5,1,1,4,16.1,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1638,0.3172,0.9798,1.18,0.2582,4.05,0.134,4.18,-1,TO_PRUNE,0
1890,Angico,Anadenanthera colubrina,8.0,0.14,0.5,8,0.57,29.4,BAD,0.18,771.2,819.1,22.5,1,0,10,14.9,URBAN_LOW_VOLTAGE,5.5,0.72,1.0794,0.2467,0.9699,1.08,0.1756,0.1,0.192,0.29,-1,NORMAL,0
1891,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.5,7,0.68,38.93,GOOD,0.71,1036.0,646.7,25.9,1,1,10,1.6,URBAN_LOW_VOLTAGE,5.5,0.7199,0.77,0.324,0.9936,1.18,0.2242,0.13,0.257,0.39,-1,NORMAL,0
1892,Craibeira,Tabebuia aurea,14.0,0.11,7.48,1,1.48,18.53,BAD,0.25,500.9,851.6,27.0,0,1,8,12.5,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1075,0.6497,0.9202,1.1,0.5754,5.28,0.535,5.82,270,UNDER_OBSERVATION,1
1893,Oiticica,Licania rigida,15.0,0.1,43.93,8,0.35,14.98,GOOD,0.17,255.9,410.4,31.6,1,1,5,7.0,URBAN_LOW_VOLTAGE,5.5,0.72,1.1356,0.2449,0.72,1.18,0.1448,7.06,0.114,7.17,0,CRITICAL,1
1894,Catingueira,Caesalpinia pyramidalis,7.0,0.16,0.5,0,1.99,15.65,REGULAR,0.88,422.2,453.6,29.2,0,0,5,16.8,URBAN_LOW_VOLTAGE,5.5,1.0,1.1497,0.6394,0.9844,1.0,0.6117,0.33,0.622,0.95,-1,NORMAL,0
1895,Piptadenia,Piptadenia moniliformis,7.0,0.18,24.8,6,1.41,41.97,REGULAR,0.51,977.1,236.9,26.6,0,1,10,7.2,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0625,0.6622,1.08,1.1,0.5309,6.35,0.059,6.41,0,CRITICAL,1
1896,Cenostigma,Cenostigma pyramidale,7.0,0.16,42.84,7,1.48,16.35,BAD,0.18,881.4,314.4,26.7,1,1,8,12.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1075,0.6772,1.0763,1.18,0.5913,6.88,0.011,6.89,0,CRITICAL,1
1897,Nim,Azadirachta indica,13.0,0.16,19.33,2,0.49,42.21,REGULAR,0.69,582.5,87.7,21.0,1,1,3,4.0,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1187,0.2078,1.0165,1.18,0.2169,6.35,0.227,6.58,0,CRITICAL,1
1898,Cenostigma,Cenostigma pyramidale,7.0,0.16,12.15,7,0.37,30.44,GOOD,0.88,782.7,654.1,22.0,1,0,8,11.4,RURAL_DISTRIBUTION,7.0,0.7199,1.1075,0.1645,0.972,1.08,0.1187,1.44,0.105,1.54,-1,NORMAL,0
1899,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,4,1.24,34.39,BAD,0.65,795.4,139.5,26.4,0,0,0,10.1,URBAN_LOW_VOLTAGE,5.5,0.7819,1.22,0.4128,1.0591,1.0,0.3418,0.22,0.425,0.65,10470,NORMAL,1
1900,Cenostigma,Cenostigma pyramidale,7.0,0.16,26.88,0,0.86,29.45,BAD,0.04,345.0,42.1,31.1,0,1,6,17.7,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1356,0.3957,0.72,1.1,0.3028,5.1,0.09,5.19,-1,UNDER_OBSERVATION,0
1901,Piptadenia,Piptadenia moniliformis,15.0,0.1,0.5,6,1.68,26.61,GOOD,0.57,868.3,387.9,28.7,0,0,10,13.4,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0794,0.8248,1.0737,1.0,0.6019,0.44,0.851,1.29,3780,NORMAL,1
1902,Oiticica,Licania rigida,15.0,0.1,18.15,2,0.39,36.82,REGULAR,0.56,901.5,765.6,22.9,0,0,3,5.2,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.139,0.1825,0.9936,1.0,0.1591,3.76,0.177,3.94,8070,NORMAL,1
1903,Sabiá,Mimosa caesalpiniifolia,15.0,0.08,0.5,5,1.14,40.57,GOOD,0.68,622.7,777.3,27.1,0,1,9,11.8,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.0934,0.5487,0.9426,1.1,0.3913,0.23,0.455,0.69,8550,NORMAL,1
1904,Croton,Croton blanchetianus,15.0,0.1,0.5,6,0.79,4.52,REGULAR,0.32,711.9,657.2,26.9,0,1,1,16.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.2059,0.4799,0.959,1.1,0.3626,0.27,0.525,0.8,7350,NORMAL,1
1905,Geoffroea,Geoffroea spinosa,10.0,0.12,37.87,5,1.13,14.43,REGULAR,0.11,983.7,772.6,25.0,0,0,5,6.0,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.1075,0.7267,0.9936,1.0,0.4995,8.97,0.06,9.03,0,CRITICAL,1
1906,Bauhinia,Bauhinia,10.0,0.12,0.5,8,1.2,25.41,BAD,0.11,491.4,357.1,26.2,1,1,2,17.2,URBAN_LOW_VOLTAGE,5.5,0.72,1.1919,0.5452,0.9983,1.18,0.4572,0.27,0.519,0.79,8460,NORMAL,1
1907,Angico,Anadenanthera colubrina,14.0,0.11,0.5,1,1.67,21.15,GOOD,0.82,528.9,670.8,26.7,0,0,2,16.3,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1919,0.7278,0.9253,1.0,0.61,0.46,0.879,1.34,3750,NORMAL,1
1908,Nim,Azadirachta indica,13.0,0.16,4.09,0,1.01,25.38,REGULAR,0.78,834.9,255.4,24.8,0,1,1,17.9,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.2059,0.4372,1.067,1.1,0.5103,3.69,0.73,4.42,2130,NORMAL,1
1909,Croton,Croton blanchetianus,20.0,0.08,0.5,3,0.62,10.73,BAD,0.11,763.6,678.6,33.3,1,1,4,9.3,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1638,0.2995,0.9685,1.18,0.2777,0.22,0.435,0.66,8040,NORMAL,1
1910,Piptadenia,Piptadenia moniliformis,10.0,0.12,0.5,1,1.43,2.77,GOOD,0.5,704.4,432.1,27.5,0,1,7,13.2,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1216,0.894,1.0409,1.1,0.9008,0.53,0.97,1.5,3480,NORMAL,1
1911,Bauhinia,Bauhinia,8.0,0.14,10.37,4,0.54,14.6,BAD,0.2,748.2,132.8,30.9,1,0,7,9.0,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1216,0.2466,1.0496,1.08,0.21,2.1,0.171,2.27,25170,NORMAL,1
1912,Algaroba,Prosopis juliflora,12.0,0.18,7.84,1,1.42,23.45,REGULAR,0.17,716.7,50.7,28.3,0,1,8,9.6,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1075,0.856,1.0433,1.1,0.8595,8.43,0.512,8.94,0,CRITICAL,1
1913,Juazeiro,Ziziphus joazeiro,10.0,0.12,36.6,0,1.59,35.81,REGULAR,0.42,1085.4,798.3,28.9,1,1,7,2.4,URBAN_LOW_VOLTAGE,5.5,1.0,0.9207,0.7656,0.9936,1.18,0.7902,9.69,0.028,9.72,0,CRITICAL,1
1914,Piptadenia,Piptadenia moniliformis,7.0,0.18,37.41,2,1.19,10.86,BAD,0.58,588.9,769.9,30.7,1,1,6,13.8,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1356,0.4557,0.9364,1.18,0.4412,6.64,0.027,6.67,0,CRITICAL,1
1915,Bauhinia,Bauhinia,8.0,0.14,35.79,8,1.99,25.63,REGULAR,0.19,316.3,788.3,29.8,1,1,9,3.7,RURAL_DISTRIBUTION,7.0,0.72,0.9011,0.8948,0.6624,1.18,0.4393,7.11,0.053,7.16,0,CRITICAL,1
1916,Sabiá,Mimosa caesalpiniifolia,14.0,0.11,1.25,2,0.69,28.47,BAD,0.05,779.3,455.0,27.4,0,1,5,6.3,RURAL_DISTRIBUTION,7.0,0.9068,1.1159,0.3175,1.0559,1.1,0.3205,0.6,0.464,1.06,10620,NORMAL,1
1917,Apuleia,Apuleia leiocarpa,20.0,0.08,22.46,7,1.27,31.86,BAD,0.56,789.6,714.3,24.2,1,1,9,2.5,URBAN_LOW_VOLTAGE,5.5,0.7199,0.8403,0.4498,0.9733,1.18,0.3154,8.65,0.283,8.93,0,CRITICAL,1
1918,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,1,0.73,26.22,GOOD,0.51,659.1,633.6,31.5,0,0,4,11.9,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1638,0.4121,0.9493,1.0,0.3503,0.23,0.435,0.67,10230,NORMAL,1
1919,Apuleia,Apuleia leiocarpa,20.0,0.08,8.66,2,1.42,21.77,BAD,0.81,607.0,133.1,24.8,0,1,1,9.0,URBAN_LOW_VOLTAGE,5.5,0.9068,1.2059,0.4533,1.0214,1.1,0.4592,5.45,0.525,5.98,60,TO_PRUNE,1
1920,Catingueira,Caesalpinia pyramidalis,13.0,0.16,0.5,3,1.77,11.52,GOOD,0.29,998.4,614.5,28.8,0,1,2,7.9,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1919,1.0147,0.9936,1.1,0.9103,0.91,1.639,2.55,1560,NORMAL,1
1921,Sabiá,Mimosa caesalpiniifolia,15.0,0.1,0.5,1,0.32,31.9,BAD,0.39,1082.7,783.4,27.4,1,1,6,16.1,RURAL_DISTRIBUTION,7.0,0.9161,1.1356,0.1239,0.9936,1.18,0.1286,0.1,0.19,0.29,27030,NORMAL,1
1922,Nim,Azadirachta indica,13.0,0.16,37.55,4,1.11,35.71,BAD,0.08,601.6,363.2,27.0,0,0,2,7.2,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1885,0.4883,1.0203,1.0,0.3846,11.71,0.077,11.79,0,CRITICAL,1
1923,Geoffroea,Geoffroea spinosa,10.0,0.12,41.31,5,1.52,39.76,REGULAR,0.48,694.5,29.3,30.7,0,0,10,11.3,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.0794,0.7289,1.0389,1.0,0.5177,9.23,0.046,9.28,0,CRITICAL,1
1924,Craibeira,Tabebuia aurea,14.0,0.11,42.65,6,1.57,43.43,GOOD,0.17,641.0,633.9,28.9,1,0,1,14.2,URBAN_LOW_VOLTAGE,5.5,0.7202,1.2059,0.9335,0.9459,1.08,0.683,13.43,0.041,13.47,0,CRITICAL,1
1925,Apuleia,Apuleia leiocarpa,20.0,0.08,20.14,6,1.49,11.5,BAD,0.78,456.0,574.0,29.9,1,0,0,2.5,URBAN_LOW_VOLTAGE,5.5,0.7202,1.22,0.5059,0.9912,1.08,0.39,9.33,0.328,9.66,0,CRITICAL,1
1926,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,5,1.45,17.5,GOOD,0.4,647.6,864.9,30.1,1,0,1,4.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.1913,0.8994,0.9472,1.08,0.6588,0.42,0.786,1.21,6540,NORMAL,1
1927,Apuleia,Apuleia leiocarpa,20.0,0.08,34.04,7,1.57,44.71,BAD,0.22,259.4,444.8,27.8,1,1,7,9.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1216,0.5992,0.72,1.18,0.352,12.33,0.213,12.54,0,CRITICAL,1
1928,Carnauba,Copernicia prunifera,15.0,0.08,0.5,0,1.11,44.36,BAD,0.53,796.9,549.2,24.1,0,1,0,2.3,URBAN_LOW_VOLTAGE,5.5,1.0,1.22,0.3774,1.0594,1.1,0.4398,0.26,0.51,0.77,6630,NORMAL,1
1929,Oiticica,Licania rigida,20.0,0.08,0.5,6,1.17,8.78,REGULAR,0.38,535.1,686.9,29.5,1,1,7,2.9,URBAN_LOW_VOLTAGE,5.5,0.7202,0.9404,0.6784,0.9265,1.18,0.4744,0.38,0.731,1.11,4110,NORMAL,1
1930,Catingueira,Caesalpinia pyramidalis,8.0,0.15,23.92,2,1.49,29.08,GOOD,0.65,609.8,94.8,25.4,0,0,3,12.9,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1778,0.7686,1.022,1.0,0.7003,7.35,0.065,7.42,0,CRITICAL,1
1931,Fabaceae,Fabaceae sp.,10.0,0.13,1.06,0,1.78,40.42,GOOD,0.01,958.9,501.3,29.3,0,0,5,17.2,URBAN_LOW_VOLTAGE,5.5,1.0,1.1497,1.0152,1.08,1.0,1.0656,1.37,1.116,2.49,1590,NORMAL,1
1932,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,3,0.9,40.75,BAD,0.37,693.3,483.1,23.3,1,1,4,12.7,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1638,0.3381,1.0387,1.18,0.3363,0.22,0.418,0.64,10650,NORMAL,1
1933,Juazeiro,Ziziphus joazeiro,10.0,0.12,40.41,3,0.47,0.44,GOOD,0.9,342.1,842.5,26.8,1,1,0,13.8,URBAN_LOW_VOLTAGE,5.5,0.8301,1.22,0.2335,0.6624,1.18,0.1515,5.2,0.086,5.29,2790,UNDER_OBSERVATION,1
1934,Sabiá,Mimosa caesalpiniifolia,15.0,0.1,0.5,1,0.3,40.7,BAD,0.8,927.1,452.8,30.2,1,0,9,5.0,URBAN_LOW_VOLTAGE,5.5,0.9161,0.9669,0.0886,1.08,1.08,0.0851,0.07,0.149,0.22,28140,NORMAL,1
1935,Carnauba,Copernicia prunifera,15.0,0.08,42.99,6,0.63,17.28,BAD,0.27,824.9,212.9,25.2,1,1,3,4.8,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1322,0.2754,1.065,1.18,0.2405,8.44,0.125,8.56,0,CRITICAL,1
1936,Juazeiro,Ziziphus joazeiro,10.0,0.12,7.45,6,1.86,7.66,GOOD,0.55,557.2,503.5,27.9,1,0,5,17.4,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1497,0.9025,1.0114,1.08,0.69,4.6,0.429,5.03,1620,TO_PRUNE,1
1937,Apuleia,Apuleia leiocarpa,9.0,0.2,0.5,4,1.1,33.82,GOOD,0.56,1066.2,395.8,27.7,1,1,3,17.6,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1778,0.5845,1.08,1.18,0.5726,0.5,0.92,1.42,5070,NORMAL,1
1938,Croton,Croton blanchetianus,5.0,0.25,1.25,5,1.29,27.29,GOOD,0.4,528.8,200.4,26.4,1,1,4,9.8,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1638,0.7675,1.0058,1.18,0.645,0.91,0.609,1.52,-1,NORMAL,0
1939,Apuleia,Apuleia leiocarpa,20.0,0.08,29.63,5,1.07,11.01,BAD,0.55,579.4,863.1,23.0,1,0,5,9.4,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1497,0.4163,0.9346,1.08,0.2958,10.08,0.232,10.31,0,CRITICAL,1
1940,Oiticica,Licania rigida,15.0,0.1,20.02,2,0.43,10.0,REGULAR,0.46,667.5,737.0,22.2,1,1,5,9.6,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.1497,0.2382,0.9508,1.18,0.2355,5.64,0.218,5.86,1020,UNDER_OBSERVATION,1
1941,Oiticica,Licania rigida,15.0,0.1,6.14,2,1.68,1.82,GOOD,0.83,405.0,405.6,25.6,1,0,5,13.5,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1497,0.7824,0.981,1.08,0.7306,5.42,0.675,6.09,90,TO_PRUNE,1
1942,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,6,0.51,29.6,REGULAR,0.09,362.5,237.3,31.2,0,0,5,16.0,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1497,0.3102,0.9725,1.0,0.2112,0.14,0.267,0.41,17100,NORMAL,1
1943,Croton,Croton blanchetianus,5.0,0.25,42.55,5,1.89,36.95,BAD,0.49,548.0,639.5,32.8,1,1,10,6.9,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0456,0.5435,0.9288,1.18,0.4014,4.93,0.007,4.94,-1,UNDER_OBSERVATION,0
1944,Carnauba,Copernicia prunifera,15.0,0.08,7.01,7,1.97,20.93,REGULAR,0.22,759.7,213.2,28.5,0,1,6,8.3,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1356,0.9004,1.0519,1.1,0.7247,5.01,0.563,5.57,510,UNDER_OBSERVATION,1
1945,Nim,Azadirachta indica,13.0,0.16,22.89,5,1.88,43.92,GOOD,0.62,804.8,143.6,17.6,0,0,0,16.8,URBAN_LOW_VOLTAGE,5.5,0.7244,1.22,0.7418,0.8275,1.0,0.4447,10.45,0.175,10.62,0,CRITICAL,1
1946,Piptadenia,Piptadenia moniliformis,7.0,0.18,42.76,6,0.9,20.19,GOOD,0.31,658.2,566.6,30.4,1,1,1,2.6,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1784,0.5771,1.0316,1.18,0.4975,6.85,0.013,6.86,0,CRITICAL,1
1947,Geoffroea,Geoffroea spinosa,10.0,0.12,1.27,7,0.58,36.07,REGULAR,0.5,890.5,764.8,27.8,1,0,7,6.9,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0979,0.2814,0.9919,1.08,0.2064,0.31,0.237,0.55,18600,NORMAL,1
1948,Cenostigma,Cenostigma pyramidale,12.0,0.18,0.5,3,1.56,15.24,BAD,0.43,671.2,564.9,24.1,0,1,1,14.7,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.2059,0.6161,1.0342,1.1,0.5785,0.61,1.126,1.74,3570,NORMAL,1
1949,Nim,Azadirachta indica,18.0,0.09,0.5,2,1.21,14.29,BAD,0.22,681.4,839.5,25.5,1,0,7,10.9,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.1216,0.5482,0.9534,1.08,0.4917,0.39,0.762,1.15,4560,NORMAL,1
1950,Catingueira,Caesalpinia pyramidalis,8.0,0.15,13.35,2,0.83,10.02,GOOD,0.43,856.6,749.4,27.3,0,1,8,5.8,RURAL_DISTRIBUTION,7.0,0.9068,1.031,0.5229,0.9856,1.1,0.4752,4.91,0.213,5.12,-1,NORMAL,0
1951,Cenostigma,Cenostigma pyramidale,7.0,0.18,0.5,8,1.88,19.05,GOOD,0.18,642.9,384.1,31.3,1,1,9,7.4,URBAN_MEDIUM_VOLTAGE,6.0,0.72,1.0884,1.0353,1.0286,1.18,0.8572,0.52,0.927,1.45,-1,NORMAL,0
1952,Cenostigma,Cenostigma pyramidale,7.0,0.16,35.69,4,0.47,0.14,BAD,0.68,809.2,812.2,25.7,0,0,10,10.4,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0794,0.1774,0.9769,1.0,0.1279,3.63,0.068,3.7,-1,NORMAL,0
1953,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,7,1.16,34.02,REGULAR,0.57,613.8,717.8,23.6,1,0,1,8.2,URBAN_LOW_VOLTAGE,5.5,0.7199,1.2059,0.5468,0.9409,1.08,0.3978,0.26,0.491,0.75,8970,NORMAL,1
1954,Angico,Anadenanthera colubrina,18.0,0.09,34.61,1,0.45,28.58,BAD,0.34,670.4,270.4,28.9,1,0,0,2.2,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.22,0.1812,1.0341,1.08,0.1854,7.9,0.167,8.07,0,CRITICAL,1
1955,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,8,1.3,5.86,REGULAR,0.02,1014.0,620.0,30.6,1,0,5,8.7,URBAN_LOW_VOLTAGE,5.5,0.72,1.1497,0.8998,0.9936,1.08,0.6757,0.43,0.805,1.24,5190,NORMAL,1
1956,Apuleia,Apuleia leiocarpa,20.0,0.08,29.4,8,1.91,41.41,GOOD,0.71,612.5,375.0,26.5,1,1,5,14.2,RURAL_DISTRIBUTION,7.0,0.72,1.1497,0.7122,1.0225,1.18,0.6013,15.14,0.228,15.37,0,CRITICAL,1
1957,Carnauba,Copernicia prunifera,7.0,0.16,0.5,3,0.89,35.21,REGULAR,0.78,781.8,589.3,31.9,1,1,3,12.6,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1778,0.3689,1.0564,1.18,0.3753,0.21,0.396,0.61,-1,NORMAL,0
1958,Craibeira,Tabebuia aurea,18.0,0.09,0.5,8,0.33,31.57,BAD,0.5,1167.2,387.1,31.3,0,1,0,12.8,URBAN_LOW_VOLTAGE,5.5,0.72,1.22,0.1209,1.08,1.1,0.1034,0.09,0.178,0.27,20010,NORMAL,1
1959,Algaroba,Prosopis juliflora,12.0,0.18,25.63,8,1.91,9.48,REGULAR,0.74,1026.7,121.8,26.1,0,0,0,5.3,URBAN_MEDIUM_VOLTAGE,6.0,0.72,1.22,0.7169,1.08,1.0,0.5575,11.08,0.088,11.17,0,CRITICAL,1
1960,Bauhinia,Bauhinia,14.0,0.11,0.5,1,0.92,4.55,REGULAR,0.29,950.4,155.0,26.6,1,0,6,3.3,URBAN_LOW_VOLTAGE,5.5,0.9161,0.9939,0.5669,1.08,1.08,0.5509,0.42,0.798,1.22,4170,NORMAL,1
1961,Nim,Azadirachta indica,13.0,0.16,18.06,2,1.64,42.48,BAD,0.32,697.4,534.2,25.6,0,0,10,10.8,URBAN_LOW_VOLTAGE,5.5,0.9068,1.0794,0.5775,1.0395,1.0,0.5137,10.05,0.233,10.28,0,CRITICAL,1
1962,Catingueira,Caesalpinia pyramidalis,8.0,0.15,21.25,3,1.41,4.03,REGULAR,0.7,446.0,806.5,29.3,1,1,1,16.3,URBAN_LOW_VOLTAGE,5.5,0.8301,1.2059,0.6999,0.9101,1.18,0.6204,6.89,0.099,6.99,0,CRITICAL,1
1963,Craibeira,Tabebuia aurea,14.0,0.11,34.59,5,0.62,11.76,REGULAR,0.61,700.2,547.6,32.7,1,1,4,2.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.0602,0.3143,1.04,1.18,0.2616,8.83,0.147,8.98,0,CRITICAL,1
1964,Apuleia,Apuleia leiocarpa,20.0,0.08,5.6,3,1.88,36.8,BAD,0.04,766.4,397.1,27.3,0,1,5,13.6,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1497,0.6733,1.0533,1.1,0.6294,4.91,0.741,5.65,450,UNDER_OBSERVATION,1
1965,Bauhinia,Bauhinia,10.0,0.12,0.5,7,0.78,30.41,REGULAR,0.39,786.2,188.3,24.3,1,0,8,4.8,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,0.986,0.4108,1.0572,1.08,0.3061,0.18,0.354,0.53,15540,NORMAL,1
1966,Geoffroea,Geoffroea spinosa,15.0,0.08,0.5,8,0.73,5.53,BAD,0.32,782.8,136.6,30.8,0,1,5,1.6,URBAN_LOW_VOLTAGE,5.5,0.72,0.9837,0.3268,1.0566,1.1,0.2476,0.15,0.291,0.44,11970,NORMAL,1
1967,Bauhinia,Bauhinia,8.0,0.14,3.25,4,1.4,23.65,GOOD,0.63,658.2,153.1,24.7,0,0,7,10.2,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1216,0.7479,1.0316,1.0,0.5795,1.85,0.479,2.33,9420,NORMAL,1
